,Type,cycle,drop_flag,gradient,in,out,part_types,temp diff,time diff,啊胶荤侩樊,啊胶荤侩樊(付瘤阜 备埃),啊凯肺 锅龋,啊凯肯丰 柯档,啊凯吝 付瘤阜 巩摧腮 矫埃,啊凯吝 巩凯覆 冉荐,滑矫埃,家犁 list,矫累矫埃,矫累柯档,角力 矫累矫埃,盔贰矫累痢柯档,捞傈 辆丰矫埃,累诀老磊,辆丰矫埃,辆丰柯档,林/具埃,弥辆 啊凯矫累 柯档,乞闭柯档,乞老/林富
15,reheat,0.0,0.0,,[],[],,,,0.0,,5,,,,16.0,[''],2019-07-01 11:35:00,848.1,,,,,2019-07-01 11:52:00,,,,,
16,open,0.0,0.0,,[],[],,,,3.300000000745058,,5,,,,,[''],2019-07-01 13:00:00,1258.4,,,,,2019-07-01 13:02:00,1030.5,,,,
17,reheat,0.0,0.0,,[],[],,,,100.09999999962747,,5,,,,1.0,[''],2019-07-01 13:02:00,1030.5,,,,,2019-07-01 13:21:00,,,,,
18,hold,0.0,0.0,,[],[],,,,18.199999999254945,,5,,,,,[''],2019-07-01 13:21:00,1272.9,,,,,2019-07-01 13:26:00,1272.0,,,1272.5,
19,open,0.0,0.0,,[],[],,,,8.300000000745058,,5,,,,,[''],2019-07-01 13:26:00,1272.0,,,,,2019-07-01 13:31:00,936.4,,,,
20,reheat,0.0,0.0,,[],[],,,,99.59999999962747,,5,,,,2.0,[''],2019-07-01 13:31:00,936.4,,,,,2019-07-01 13:47:00,,,,,
21,open,0.0,0.0,,[],[],,,,31.40000000037253,,5,,,,,[''],2019-07-01 13:48:00,1288.5,,,,,2019-07-01 13:56:00,1126.9,,,,
22,reheat,0.0,0.0,,[],[],,,,54.0,,5,,,,1.0,[''],2019-07-01 13:56:00,1126.9,,,,,2019-07-01 14:06:00,,,,,
23,open,1.0,0.0,,[],[],,,,3.400000000372529,,5,,,,,[''],2019-07-02 02:52:00,1251.3,,,,2019-07-02,2019-07-02 02:56:00,902.7,林埃,,,
24,reheat,1.0,0.0,,[],[],,,,16.59999999962747,,5,,,,1.0,[''],2019-07-02 02:56:00,902.7,,,,2019-07-02,2019-07-02 03:01:00,,林埃,,,
25,open,1.0,0.0,,[],[],,,,8.300000000745058,,5,,,,,[''],2019-07-02 03:01:00,1148.0,,,,2019-07-02,2019-07-02 03:04:00,935.3,林埃,,,
26,reheat,1.0,0.0,,[],[],,,,172.0999999996274,,5,,,,1.0,[''],2019-07-02 03:04:00,935.3,,,,2019-07-02,2019-07-02 03:35:00,,林埃,,,
27,open,1.0,0.0,,[],[],,,,3.300000000745058,,5,,,,,[''],2019-07-02 06:44:00,1269.7,,,,2019-07-02,2019-07-02 06:47:00,1102.7,林埃,,,
28,reheat,1.0,0.0,,[],[],,,,310.59999999962747,,5,,,,29.0,[''],2019-07-02 06:47:00,1102.7,,,,2019-07-02,2019-07-02 09:02:00,,林埃,,,
29,hold,1.0,0.0,,[],[],,,,344.20000000111764,,5,,,,,[''],2019-07-02 09:02:00,1253.7,,,,2019-07-02,2019-07-02 11:35:00,1255.6,林埃,,1255.4493506493507,
30,open,1.0,0.0,,[],[],,,,5.0,,5,,,,,[''],2019-07-02 11:35:00,1255.6,,,,2019-07-02,2019-07-02 11:39:00,966.4,林埃,,,
31,reheat,1.0,0.0,,[],[],,,,60.5,,5,,,,2.0,[''],2019-07-02 11:39:00,966.4,,,,2019-07-02,2019-07-02 11:50:00,,林埃,,,
32,hold,1.0,0.0,,[],[],,,,211.2999999988824,,5,,,,,[''],2019-07-02 11:50:00,1257.9,,,,2019-07-02,2019-07-02 13:18:00,1254.6,林埃,,1252.2876404494384,
33,open,1.0,0.0,,[],[],,,,3.400000000372529,,5,,,,,[''],2019-07-02 13:18:00,1254.6,,,,2019-07-02,2019-07-02 13:21:00,1067.2,林埃,,,
34,reheat,1.0,0.0,,[],[],,,,46.09999999962746,,5,,,,1.0,[''],2019-07-02 13:21:00,1067.2,,,,2019-07-02,2019-07-02 13:32:00,,林埃,,,
35,hold,1.0,0.0,,[],[],,,,19.80000000074505,,5,,,,,[''],2019-07-02 13:32:00,1254.2,,,,2019-07-02,2019-07-02 13:40:00,1253.1,林埃,,1252.8,
36,open,1.0,0.0,,[],[],,,,1.699999999254942,,5,,,,,[''],2019-07-02 13:40:00,1253.1,,,,2019-07-02,2019-07-02 13:42:00,1054.8,林埃,,,
37,reheat,1.0,0.0,,[],[],,,,44.2000000011176,,5,,,,1.0,[''],2019-07-02 13:42:00,1054.8,,,,2019-07-02,2019-07-02 13:50:00,,林埃,,,
38,open,1.0,0.0,,[],[],,,,9.899999998509882,,5,,,,,[''],2019-07-02 13:51:00,1283.2,,,,2019-07-02,2019-07-02 13:54:00,1042.3,林埃,,,
39,reheat,1.0,0.0,,[],[],,,,37.7000000011176,,5,,,,1.0,[''],2019-07-02 13:54:00,1042.3,,,,2019-07-02,2019-07-02 14:02:00,,林埃,,,
40,open,2.0,0.0,,[],[],,,,1.699999999254942,,5,,,,,[''],2019-07-03 08:51:00,1279.0,,,,2019-07-03,2019-07-03 08:58:00,839.1,林埃,,,
41,reheat,2.0,0.0,,[],[],,,,107.30000000074509,,5,,,,2.0,[''],2019-07-03 08:58:00,839.1,,,,2019-07-03,2019-07-03 09:13:00,,林埃,,,
42,open,2.0,0.0,,[],[],,,,14.900000000372527,,5,,,,,[''],2019-07-03 09:14:00,1290.3,,,,2019-07-03,2019-07-03 09:21:00,864.9,林埃,,,
43,reheat,2.0,0.0,,[],[],,,,99.09999999962747,,5,,,,2.0,[''],2019-07-03 09:21:00,864.9,,,,2019-07-03,2019-07-03 09:37:00,,林埃,,,
44,hold,2.0,0.0,,[],[],,,,43.30000000074506,,5,,,,,[''],2019-07-03 09:37:00,1286.5,,,,2019-07-03,2019-07-03 09:47:00,1272.0,林埃,,1278.1727272727271,
45,open,2.0,0.0,,[],[],,,,5.0,,5,,,,,[''],2019-07-03 09:47:00,1272.0,,,,2019-07-03,2019-07-03 09:52:00,866.4,林埃,,,
46,reheat,2.0,0.0,,[],[],,,,112.09999999962747,,5,,,,1.0,[''],2019-07-03 09:52:00,866.4,,,,2019-07-03,2019-07-03 10:09:00,,林埃,,,
47,open,2.0,0.0,,[],[],,,,28.40000000037253,,5,,,,,[''],2019-07-03 10:09:00,1289.5,,,,2019-07-03,2019-07-03 10:21:00,865.5,林埃,,,
48,reheat,2.0,0.0,,[],[],,,,113.89999999850988,,5,,,,1.0,[''],2019-07-03 10:21:00,865.5,,,,2019-07-03,2019-07-03 10:38:00,,林埃,,,
49,open,2.0,0.0,,[],[],,,,5.0,,5,,,,,[''],2019-07-03 11:13:00,1272.4,,,,2019-07-03,2019-07-03 11:17:00,899.7,林埃,,,
50,reheat,2.0,0.0,,[],[],,,,39.699999999254935,,5,,,,2.0,[''],2019-07-03 11:17:00,899.7,,,,2019-07-03,2019-07-03 11:26:00,,林埃,,,
51,open,2.0,0.0,,[],[],,,,5.0,,5,,,,,[''],2019-07-03 11:26:00,1218.2,,,,2019-07-03,2019-07-03 11:36:00,724.7,林埃,,,
52,reheat,2.0,0.0,,[],[],,,,226.4000000003726,,5,,,,1.0,[''],2019-07-03 11:36:00,724.7,,,,2019-07-03,2019-07-03 12:13:00,,林埃,,,
53,hold,2.0,0.0,,[],[],,,,150.09999999962747,,5,,,,,[''],2019-07-03 12:13:00,1271.4,,,,2019-07-03,2019-07-03 12:56:00,1271.1,林埃,,1271.2522727272724,
54,open,2.0,0.0,,[],[],,,,3.400000000372529,,5,,,,,[''],2019-07-03 12:56:00,1271.1,,,,2019-07-03,2019-07-03 12:58:00,1065.7,林埃,,,
55,reheat,2.0,0.0,,[],[],,,,78.0,,5,,,,1.0,[''],2019-07-03 12:58:00,1065.7,,,,2019-07-03,2019-07-03 13:15:00,,林埃,,,
56,hold,2.0,0.0,,[],[],,,,50.19999999925494,,5,,,,,[''],2019-07-03 13:15:00,1271.2,,,,2019-07-03,2019-07-03 13:33:00,1272.3,林埃,,1271.178947368421,
57,open,2.0,0.0,,[],[],,,,5.0,,5,,,,,[''],2019-07-03 13:33:00,1272.3,,,,2019-07-03,2019-07-03 13:37:00,962.8,林埃,,,
58,reheat,2.0,0.0,,[],[],,,,72.70000000111759,,5,,,,1.0,[''],2019-07-03 13:37:00,962.8,,,,2019-07-03,2019-07-03 13:49:00,,林埃,,,
59,open,3.0,0.0,,[],[],,,,15.0,,5,,,,,[''],2019-07-03 19:25:00,1270.7,,,,2019-07-04,2019-07-03 19:36:00,762.0,林埃,,,
60,reheat,3.0,0.0,,[],[],,,,405.6999999992548,,5,,,,2.0,[''],2019-07-03 19:36:00,762.0,,,,2019-07-04,2019-07-03 20:40:00,,林埃,,,
61,open,3.0,0.0,,[],[],,,,3.399999998509884,,5,,,,,[''],2019-07-04 07:52:00,1258.3,,,,2019-07-04,2019-07-04 07:57:00,1018.7,林埃,,,
62,reheat,3.0,0.0,,[],[],,,,58.2000000011176,,5,,,,1.0,[''],2019-07-04 07:57:00,1018.7,,,,2019-07-04,2019-07-04 08:08:00,,林埃,,,
63,hold,3.0,0.0,,[],[],,,,87.0,,5,,,,,[''],2019-07-04 08:08:00,1257.0,,,,2019-07-04,2019-07-04 08:45:00,1256.2,林埃,,1253.9552631578947,
64,open,3.0,0.0,,[],[],,,,3.299999998882413,,5,,,,,[''],2019-07-04 08:45:00,1256.2,,,,2019-07-04,2019-07-04 08:52:00,844.3,林埃,,,
65,reheat,3.0,0.0,,[],[],,,,49.5,,5,,,,7.0,[''],2019-07-04 08:52:00,844.3,,,,2019-07-04,2019-07-04 09:06:00,,林埃,,,
66,hold,3.0,0.0,,[],[],,,,0.0,,5,,,,,[''],2019-07-04 09:06:00,1270.9,,,,2019-07-04,2019-07-04 09:44:00,1252.0,林埃,,1252.7102564102565,
67,open,3.0,0.0,,[],[],,,,0.0,,5,,,,,[''],2019-07-04 09:44:00,1252.0,,,,2019-07-04,2019-07-04 09:50:00,862.0,林埃,,,
68,reheat,3.0,0.0,,[],[],,,,0.0,,5,,,,14.0,[''],2019-07-04 09:50:00,862.0,,,,2019-07-04,2019-07-04 10:04:00,,林埃,,,
69,hold,3.0,0.0,,[],[],,,,0.0,,5,,,,,[''],2019-07-04 10:04:00,1271.4,,,,2019-07-04,2019-07-04 10:20:00,1272.2,林埃,,1267.4470588235295,
70,open,3.0,0.0,,[],[],,,,0.0,,5,,,,,[''],2019-07-04 10:20:00,1272.2,,,,2019-07-04,2019-07-04 10:26:00,877.1,林埃,,,
71,reheat,3.0,0.0,,[],[],,,,449.0,,5,,,,6.0,[''],2019-07-04 10:26:00,877.1,,,,2019-07-04,2019-07-04 10:44:00,,林埃,,,
72,hold,3.0,0.0,,[],[],,,,34.5,,5,,,,,[''],2019-07-04 10:44:00,1287.9,,,,2019-07-04,2019-07-04 10:52:00,1270.9,林埃,,1277.7,
73,open,3.0,0.0,,[],[],,,,6.600000001490116,,5,,,,,[''],2019-07-04 10:52:00,1270.9,,,,2019-07-04,2019-07-04 10:59:00,829.8,林埃,,,
74,reheat,3.0,0.0,,[],[],,,,130.2999999988824,,5,,,,1.0,[''],2019-07-04 10:59:00,829.8,,,,2019-07-04,2019-07-04 11:19:00,,林埃,,,
75,hold,3.0,0.0,,[],[],,,,29.5,,5,,,,,[''],2019-07-04 11:19:00,1287.0,,,,2019-07-04,2019-07-04 11:26:00,1271.2,林埃,,1277.75,
76,open,3.0,0.0,,[],[],,,,3.300000000745058,,5,,,,,[''],2019-07-04 11:26:00,1271.2,,,,2019-07-04,2019-07-04 11:28:00,1044.2,林埃,,,
77,reheat,3.0,0.0,,[],[],,,,16.40000000037253,,5,,,,1.0,[''],2019-07-04 11:28:00,1044.2,,,,2019-07-04,2019-07-04 11:34:00,,林埃,,,
78,open,3.0,0.0,,[],[],,,,3.299999998882413,,5,,,,,[''],2019-07-04 11:34:00,1172.4,,,,2019-07-04,2019-07-04 11:41:00,759.1,林埃,,,
79,reheat,3.0,0.0,,[],[],,,,256.0,,5,,,,2.0,[''],2019-07-04 11:41:00,759.1,,,,2019-07-04,2019-07-04 12:23:00,,林埃,,,
80,hold,3.0,0.0,,[],[],,,,120.30000000074509,,5,,,,,[''],2019-07-04 12:23:00,1271.8,,,,2019-07-04,2019-07-04 12:58:00,1270.9,林埃,,1271.3722222222225,
81,open,3.0,0.0,,[],[],,,,6.599999999627472,,5,,,,,[''],2019-07-04 12:58:00,1270.9,,,,2019-07-04,2019-07-04 13:04:00,868.5,林埃,,,
82,reheat,3.0,0.0,,[],[],,,,135.40000000037253,,5,,,,2.0,[''],2019-07-04 13:04:00,868.5,,,,2019-07-04,2019-07-04 13:28:00,,林埃,,,
83,hold,3.0,0.0,,[],[],,,,14.799999998882413,,5,,,,,[''],2019-07-04 13:28:00,1272.6,,,,2019-07-04,2019-07-04 13:32:00,1271.6,林埃,,1272.16,
84,open,3.0,0.0,,[],[],,,,8.200000001117589,,5,,,,,[''],2019-07-04 13:32:00,1271.6,,,,2019-07-04,2019-07-04 13:36:00,993.2,林埃,,,
85,reheat,3.0,0.0,,[],[],,,,71.90000000037253,,5,,,,1.0,[''],2019-07-04 13:36:00,993.2,,,,2019-07-04,2019-07-04 13:48:00,,林埃,,,
86,open,4.0,0.0,,[],[],,,,13.400000000372527,,5,,,,,[''],2019-07-05 03:16:00,1251.4,,,,2019-07-05,2019-07-05 03:20:00,995.8,林埃,,,
87,reheat,4.0,0.0,,[],[],,,,146.40000000037253,,5,,,,2.0,[''],2019-07-05 03:20:00,995.8,,,,2019-07-05,2019-07-05 03:44:00,,林埃,,,
88,hold,4.0,0.0,,[],[],,,,26.699999999254945,,5,,,,,[''],2019-07-05 03:44:00,1253.0,,,,2019-07-05,2019-07-05 03:48:00,1252.0,林埃,,1252.4,
89,open,4.0,0.0,,[],[],,,,11.599999999627473,,5,,,,,[''],2019-07-05 03:48:00,1252.0,,,,2019-07-05,2019-07-05 03:52:00,1023.4,林埃,,,
90,reheat,4.0,0.0,,[],[],,,,79.60000000149013,,5,,,,1.0,[''],2019-07-05 03:52:00,1023.4,,,,2019-07-05,2019-07-05 04:06:00,,林埃,,,
91,hold,4.0,0.0,,[],[],,,,43.19999999925494,,5,,,,,[''],2019-07-05 04:06:00,1264.1,,,,2019-07-05,2019-07-05 04:12:00,1253.9,林埃,,1257.4857142857145,
92,open,4.0,0.0,,[],[],,,,15.0,,5,,,,,[''],2019-07-05 04:12:00,1253.9,,,,2019-07-05,2019-07-05 04:16:00,998.4,林埃,,,
93,reheat,4.0,0.0,,[],[],,,,53.30000000074506,,5,,,,1.0,[''],2019-07-05 04:16:00,998.4,,,,2019-07-05,2019-07-05 04:28:00,,林埃,,,
94,open,4.0,0.0,,[],[],,,,15.0,,5,,,,,[''],2019-07-05 04:29:00,1253.1,,,,2019-07-05,2019-07-05 04:35:00,968.4,林埃,,,
95,reheat,4.0,0.0,,[],[],,,,174.4000000003726,,5,,,,1.0,[''],2019-07-05 04:35:00,968.4,,,,2019-07-05,2019-07-05 05:00:00,,林埃,,,
96,open,4.0,0.0,,[],[],,,,6.699999999254942,,5,,,,,[''],2019-07-05 09:08:00,1270.9,,,,2019-07-05,2019-07-05 09:12:00,1070.3,林埃,,,
97,reheat,4.0,0.0,,[],[],,,,54.59999999962746,,5,,,,1.0,[''],2019-07-05 09:12:00,1070.3,,,,2019-07-05,2019-07-05 09:24:00,,林埃,,,
98,hold,4.0,0.0,,[],[],,,,66.40000000037253,,5,,,,,[''],2019-07-05 09:24:00,1273.3,,,,2019-07-05,2019-07-05 09:46:00,1271.5,林埃,,1271.6739130434785,
99,open,4.0,0.0,,[],[],,,,5.0,,5,,,,,[''],2019-07-05 09:46:00,1271.5,,,,2019-07-05,2019-07-05 09:49:00,1058.5,林埃,,,
100,reheat,4.0,0.0,,[],[],,,,58.0,,5,,,,2.0,[''],2019-07-05 09:49:00,1058.5,,,,2019-07-05,2019-07-05 10:01:00,,林埃,,,
101,hold,4.0,0.0,,[],[],,,,53.30000000074506,,5,,,,,[''],2019-07-05 10:01:00,1275.8,,,,2019-07-05,2019-07-05 10:19:00,1271.3,林埃,,1272.3684210526314,
102,open,4.0,0.0,,[],[],,,,8.299999998882411,,5,,,,,[''],2019-07-05 10:19:00,1271.3,,,,2019-07-05,2019-07-05 10:24:00,982.3,林埃,,,
103,reheat,4.0,0.0,,[],[],,,,105.80000000074509,,5,,,,1.0,[''],2019-07-05 10:24:00,982.3,,,,2019-07-05,2019-07-05 10:45:00,,林埃,,,
104,hold,4.0,0.0,,[],[],,,,18.299999998882413,,5,,,,,[''],2019-07-05 10:45:00,1271.3,,,,2019-07-05,2019-07-05 10:51:00,1271.1,林埃,,1271.1714285714286,
105,open,4.0,0.0,,[],[],,,,6.600000001490116,,5,,,,,[''],2019-07-05 10:51:00,1271.1,,,,2019-07-05,2019-07-05 10:56:00,962.5,林埃,,,
106,reheat,4.0,0.0,,[],[],,,,110.69999999925491,,5,,,,1.0,[''],2019-07-05 10:56:00,962.5,,,,2019-07-05,2019-07-05 11:17:00,,林埃,,,
107,open,5.0,0.0,,[],[],,,,5.099999999627472,,5,,,,,[''],2019-07-09 20:18:00,1272.9,,,,2019-07-09,2019-07-09 20:21:00,1044.3,具埃,,,
108,reheat,5.0,0.0,,[],[],,,,61.59999999962746,,5,,,,2.0,[''],2019-07-09 20:21:00,1044.3,,,,2019-07-09,2019-07-09 20:33:00,,具埃,,,
109,hold,5.0,0.0,,[],[],,,,31.800000000745047,,5,,,,,[''],2019-07-09 20:33:00,1275.7,,,,2019-07-09,2019-07-09 20:43:00,1271.9,具埃,,1272.9818181818182,
110,open,5.0,0.0,,[],[],,,,6.699999999254942,,5,,,,,[''],2019-07-09 20:43:00,1271.9,,,,2019-07-09,2019-07-09 20:47:00,999.5,具埃,,,
111,reheat,5.0,0.0,,[],[],,,,56.40000000037254,,5,,,,1.0,[''],2019-07-09 20:47:00,999.5,,,,2019-07-09,2019-07-09 21:02:00,,具埃,,,
112,open,5.0,0.0,,[],[],,,,28.399999998509887,,5,,,,,[''],2019-07-09 21:03:00,1291.2,,,,2019-07-09,2019-07-09 21:12:00,994.0,具埃,,,
113,reheat,5.0,0.0,,[],[],,,,66.20000000111759,,5,,,,2.0,[''],2019-07-09 21:12:00,994.0,,,,2019-07-09,2019-07-09 21:24:00,,具埃,,,
114,hold,5.0,0.0,,[],[],,,,61.90000000037254,,5,,,,,[''],2019-07-09 21:24:00,1282.7,,,,2019-07-09,2019-07-09 21:42:00,1271.5,具埃,,1273.2,
115,open,5.0,0.0,,[],[],,,,1.699999999254942,,5,,,,,[''],2019-07-09 21:42:00,1271.5,,,,2019-07-09,2019-07-09 21:45:00,988.4,具埃,,,
116,reheat,5.0,0.0,,[],[],,,,64.59999999962747,,5,,,,1.0,[''],2019-07-09 21:45:00,988.4,,,,2019-07-09,2019-07-09 21:56:00,,具埃,,,
117,hold,5.0,0.0,,[],[],,,,78.5,,5,,,,,[''],2019-07-09 21:56:00,1278.2,,,,2019-07-09,2019-07-09 22:20:00,1272.8,具埃,,1272.588,
118,open,5.0,0.0,,[],[],,,,8.400000000372527,,5,,,,,[''],2019-07-09 22:20:00,1272.8,,,,2019-07-09,2019-07-09 22:25:00,1003.0,具埃,,,
119,reheat,5.0,0.0,,[],[],,,,56.5,,5,,,,1.0,[''],2019-07-09 22:25:00,1003.0,,,,2019-07-09,2019-07-09 22:34:00,,具埃,,,
120,open,6.0,0.0,,[],[],,,,3.400000000372529,,5,,,,,[''],2019-07-10 20:11:00,1271.4,,,,2019-07-10,2019-07-10 20:16:00,937.4,具埃,,,
121,reheat,6.0,0.0,,[],[],,,,104.59999999962747,,5,,,,1.0,[''],2019-07-10 20:16:00,937.4,,,,2019-07-10,2019-07-10 20:36:00,,具埃,,,
122,hold,6.0,0.0,,[],[],,,,10.099999999627473,,5,,,,,[''],2019-07-10 20:36:00,1271.8,,,,2019-07-10,2019-07-10 20:39:00,1271.5,具埃,,1271.575,
123,open,6.0,0.0,,[],[],,,,5.0,,5,,,,,[''],2019-07-10 20:39:00,1271.5,,,,2019-07-10,2019-07-10 20:43:00,967.7,具埃,,,
124,reheat,6.0,0.0,,[],[],,,,73.0,,5,,,,1.0,[''],2019-07-10 20:43:00,967.7,,,,2019-07-10,2019-07-10 20:55:00,,具埃,,,
125,hold,6.0,0.0,,[],[],,,,41.800000000745065,,5,,,,,[''],2019-07-10 20:55:00,1286.4,,,,2019-07-10,2019-07-10 21:07:00,1271.3,具埃,,1274.8384615384614,
126,open,6.0,0.0,,[],[],,,,3.400000000372529,,5,,,,,[''],2019-07-10 21:07:00,1271.3,,,,2019-07-10,2019-07-10 21:10:00,975.9,具埃,,,
127,reheat,6.0,0.0,,[],[],,,,39.89999999850989,,5,,,,1.0,[''],2019-07-10 21:10:00,975.9,,,,2019-07-10,2019-07-10 21:19:00,,具埃,,,
128,hold,6.0,0.0,,[],[],,,,95.20000000111759,,5,,,,,[''],2019-07-10 21:19:00,1220.0,,,,2019-07-10,2019-07-10 21:45:00,1270.7,具埃,,1262.448148148148,
129,open,6.0,0.0,,[],[],,,,6.699999999254942,,5,,,,,[''],2019-07-10 21:45:00,1270.7,,,,2019-07-10,2019-07-10 21:49:00,1016.4,具埃,,,
130,reheat,6.0,0.0,,[],[],,,,81.40000000037253,,5,,,,1.0,[''],2019-07-10 21:49:00,1016.4,,,,2019-07-10,2019-07-10 22:06:00,,具埃,,,
131,hold,6.0,0.0,,[],[],,,,25.09999999962747,,5,,,,,[''],2019-07-10 22:06:00,1272.1,,,,2019-07-10,2019-07-10 22:15:00,1271.4,具埃,,1271.2599999999998,
132,open,6.0,0.0,,[],[],,,,1.7000000011175869,,5,,,,,[''],2019-07-10 22:15:00,1271.4,,,,2019-07-10,2019-07-10 22:18:00,983.5,具埃,,,
133,reheat,6.0,0.0,,[],[],,,,67.89999999850988,,5,,,,1.0,[''],2019-07-10 22:18:00,983.5,,,,2019-07-10,2019-07-10 22:29:00,,具埃,,,
134,hold,6.0,0.0,,[],[],,,,43.5,,5,,,,,[''],2019-07-10 22:29:00,1283.6,,,,2019-07-10,2019-07-10 22:43:00,1270.8,具埃,,1273.4999999999998,
135,open,6.0,0.0,,[],[],,,,5.0,,5,,,,,[''],2019-07-10 22:43:00,1270.8,,,,2019-07-10,2019-07-10 22:46:00,990.2,具埃,,,
136,reheat,6.0,0.0,,[],[],,,,89.70000000111759,,5,,,,2.0,[''],2019-07-10 22:46:00,990.2,,,,2019-07-10,2019-07-10 23:04:00,,具埃,,,
137,hold,6.0,0.0,,[],[],,,,16.699999999254945,,5,,,,,[''],2019-07-10 23:04:00,1272.4,,,,2019-07-10,2019-07-10 23:09:00,1271.1,具埃,,1271.9333333333334,
138,open,6.0,0.0,,[],[],,,,5.099999999627472,,5,,,,,[''],2019-07-10 23:09:00,1271.1,,,,2019-07-10,2019-07-10 23:13:00,958.6,具埃,,,
139,reheat,6.0,0.0,,[],[],,,,109.60000000149012,,5,,,,1.0,[''],2019-07-10 23:13:00,958.6,,,,2019-07-10,2019-07-10 23:35:00,,具埃,,,
140,hold,6.0,0.0,,[],[],,,,13.299999998882413,,5,,,,,[''],2019-07-10 23:35:00,1270.3,,,,2019-07-10,2019-07-10 23:40:00,1272.1,具埃,,1271.2833333333335,
141,open,6.0,0.0,,[],[],,,,5.0,,5,,,,,[''],2019-07-10 23:40:00,1272.1,,,,2019-07-10,2019-07-10 23:44:00,969.4,具埃,,,
142,reheat,6.0,0.0,,[],[],,,,69.59999999962747,,5,,,,1.0,[''],2019-07-10 23:44:00,969.4,,,,2019-07-10,2019-07-10 23:55:00,,具埃,,,
143,open,7.0,0.0,,[],[],,,,3.300000000745058,,5,,,,,[''],2019-07-11 20:14:00,1269.9,,,,2019-07-11,2019-07-11 20:18:00,1040.0,具埃,,,
144,reheat,7.0,0.0,,[],[],,,,46.0,,5,,,,0.0,[''],2019-07-11 20:18:00,1040.0,,,,2019-07-11,2019-07-11 20:27:00,,具埃,,,
145,hold,7.0,0.0,,[],[],,,,14.900000000372527,,5,,,,,[''],2019-07-11 20:27:00,1273.0,,,,2019-07-11,2019-07-11 20:31:00,1274.5,具埃,,1274.14,
146,open,7.0,0.0,,[],[],,,,3.299999998882413,,5,,,,,[''],2019-07-11 20:31:00,1274.5,,,,2019-07-11,2019-07-11 20:35:00,953.6,具埃,,,
147,reheat,7.0,0.0,,[],[],,,,69.0,,5,,,,1.0,[''],2019-07-11 20:35:00,953.6,,,,2019-07-11,2019-07-11 20:46:00,,具埃,,,
148,hold,7.0,0.0,,[],[],,,,84.20000000111759,,5,,,,,[''],2019-07-11 20:46:00,1283.1,,,,2019-07-11,2019-07-11 21:03:00,1291.4,具埃,,1227.1166666666668,
